DISTRITO;SECCION;CLAVE;SIGLA;NOMBRE;NUMERO;BARRIADA;CAT_FISCAL;C_POSTAL
1;3;32004;PLAZA;TENIENTE RUIZ;4 AL FIN;;A;51001
4;5;43600;CALLE;TERRONES;ENTERA;BDA. TERRONES;B;51002
4;5;43601;LUGAR;TERRONES (FUENTE);ENTERA;BDA. TERRONES;D;51002
2;2;43300;CALLE;TETUAN;ENTERA;;C;51001
6;1;47000;CTRA;TIRO PICHON;ENTERA;BDA. CAMPO EXTERIOR;E;51004
4;2;43400;CALLE;TIRSO DE MOLINA;ENTERA;BDA. VILLA JOVITA;C;51002
4;11;49700;CALLE;TOBOGAN;ENTERA;BDA. ALMADRABA;D;51002
2;5;6600;LUGAR;TORREMOCHA;;BDA. CAMPO INTERIOR;C;51005
4;2;34500;PSAJE;TRUJILLO;ENTERA;BDA. VILLA JOVITA;C;51002
4;6;18400;CALLE;TRUJILLO GONZALEZ;ENTERA;BDA. SAN JOSE;D;51002
5;1;2370;CALLE;ULISES;ENTERA;BDA. LA LIBERTAD;C;51002
4;4;21108;CALLE;URANO;ENTERA;BDA. TERRONES;D;51002
2;5;6500;LUGAR;VALDEAGUAS ALTO;ENTERA;BDA. CAMPO INTERIOR;C;51005
2;5;6501;LUGAR;VALDEAGUAS BAJO;ENTERA;BDA. CAMPO INTERIOR;C;51005
2;2;44500;CALLE;VALDEFLORES;ENTERA;;C;51001
3;8;44700;CALLE;VALDES LEAL;ENTERA;BDA. SAN JOSE;D;51002
1;1;55129;CALLE;VALENTIN CABILLAS;ENTERA;;A;0
4;5;45300;CALLE;VALLEJO BENITEZ;IMPARES;BDA. TERRONES;D;51002
4;4;45301;CALLE;VALLEJO BENITEZ;2 AL 22;BDA. TERRONES;D;51002
4;5;45302;CALLE;VALLEJO BENITEZ;24 AL FIN;BDA. TERRONES;D;51002
3;7;45500;CALLE;VASCO NUÑEZ DE BALBOA;ENTERA;BDA. O'DONNELL;D;51002
1;4;44301;CALLE;VELARDE;PARES;;B;51001
1;2;44300;CALLE;VELARDE;1 AL 11;;B;51001
1;4;44302;CALLE;VELARDE;13 AL FIN;;B;51001
3;14;45400;CALLE;VELAZQUEZ;ENTERA;BDA. O'DONNELL;D;51002
4;5;45000;CALLE;VENEZUELA;ENTERA;BDA. SAN JOSE;D;51002
4;10;44900;CALLE;VICEDO MARTINEZ;ENTERA;BDA. SAN JOSE;C;51002
3;8;55131;PLAZA;VICTIMAS DEL TERRORISMO;ENTERA;;C;0
2;5;46000;LUGAR;VILLA ADELA;ENTERA;BDA. CAMPO INTERIOR;C;51005
4;7;45600;LUGAR;VILLA AURORA;ENTERA;BDA. ALMADRABA;C;51003
4;8;45900;LUGAR;VILLA ELVIRA;ENTERA;BDA. ALMADRABA;C;51003
4;8;49800;LUGAR;VILLA RIOS;ENTERA;BDA. ALMADRABA;C;51003
2;2;45700;CALLE;VILLACAMPA;ENTERA;;C;51001
4;7;44800;CALLE;VIÑAS;ENTERA;BDA. ESPAÑA;D;51002
4;10;15200;TRVAL;VIRGEN DE LA LUZ;ENTERA;BDA. SAN JOSE;D;51002
4;10;45800;CALLE;VIRGEN DE LA LUZ;PARES;BDA. SAN JOSE;D;51002
4;10;45801;CALLE;VIRGEN DE LA LUZ;IMPARES;BDA. SAN JOSE;D;51002
4;3;55141;PLAZA;VIRGEN DE LA PALMA;ENTERA;;C;0
1;9;44400;CALLE;VIRGILIO OÑATE;ENTERA;;C;51001
3;3;29706;CALLE;VIRREY CONDE VERGARA;ENTERA;BDA. OTERO;D;51002
2;2;44600;CALLE;VISTA ALEGRE;ENTERA;;C;51001
4;4;45100;GRUP;VIVIENDAS TERMICA;ENTERA;BDA. TERRONES;B;51002
4;2;9300;COL;WEIL;ENTERA;BDA. VILLA JOVITA;C;51002
4;2;46100;CALLE;ZORRILLA;ENTERA;BDA. VILLA JOVITA;C;51002
3;14;46200;CALLE;ZULOAGA;ENTERA;BDA. O'DONNELL;D;51002
3;14;46300;CALLE;ZURBARAN;ENTERA;BDA. O'DONNELL;D;51002
